"TIME","GEO","UNIT","S_ADJ","INDIC","Value","Flag and Footnotes"
"2008M06","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","16.0",""
"2008M06","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","5.7",""
"2008M06","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","5.2",""
"2008M06","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","6.3",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","6.9",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","6.5",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","7.5",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","15.9",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","15.8",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","16.0",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","5.8",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","5.3",""
"2008M06","European Union (28 countries)","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","6.4",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","5.7",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Males","5.8",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Females","5.7",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Total","14.4",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Males","15.4",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Under 25 years - Females","13.3",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Total","4.2",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Males","4.1",""
"2008M06","United States","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Over 25 years - Females","4.3",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Total","5.6",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Males","5.8",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Females","5.3",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Total","12.9",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Males","14.2",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Under 25 years - Females","11.4",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Total","4.3",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Males","4.4",""
"2008M06","United States","Percentage of active population","Seasonally adjusted data, not calendar adjusted data","Unemployment according to ILO definition - Over 25 years - Females","4.2",""
"2008M07","European Union (28 countries)","Percentage of active population","Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data)","Unemployment according to ILO definition - Total","6.7",""
